locus_tag,ftype,length_bp,gene,EC_number,COG,product
GMHGOCAD_05718,CDS,1134,ribD_2,,COG0117,Riboflavin biosynthesis protein RibD
GMHGOCAD_05722,CDS,873,cnoX,,COG3118,Chaperedoxin
GMHGOCAD_05728,CDS,699,ompW,,COG3047,Outer membrane protein W
GMHGOCAD_05730,CDS,870,rmlD,1.1.1.133,,dTDP-4-dehydrorhamnose reductase
GMHGOCAD_05733,CDS,1209,ydhP_5,,COG2814,Inner membrane transport protein YdhP
GMHGOCAD_05734,CDS,984,rhaR_6,,,HTH-type transcriptional activator RhaR
GMHGOCAD_05736,CDS,1881,aroB_2,4.2.3.4,,3-dehydroquinate synthase
GMHGOCAD_05749,CDS,507,ssb,,COG0629,Single-stranded DNA-binding protein
GMHGOCAD_05750,CDS,1395,yajR,,COG0477,Inner membrane transport protein YajR
GMHGOCAD_05752,CDS,465,bfr_2,1.16.3.1,COG2193,Bacterioferritin
GMHGOCAD_05753,CDS,1449,cat_2,1.11.1.6,,Catalase
GMHGOCAD_05754,CDS,387,rplQ,,COG0203,50S ribosomal protein L17
GMHGOCAD_05766,CDS,306,rpsN,,COG0199,30S ribosomal protein S14
GMHGOCAD_05781,CDS,1194,tufA_1,,COG0050,Elongation factor Tu-A
GMHGOCAD_05785,CDS,4200,rpoC,2.7.7.6,COG0086,DNA-directed RNA polymerase subunit beta'
GMHGOCAD_05786,CDS,4074,rpoB,2.7.7.6,COG0085,DNA-directed RNA polymerase subunit beta
GMHGOCAD_05787,CDS,366,rplL,,,50S ribosomal protein L7/L12
GMHGOCAD_05788,CDS,501,rplJ,,COG0244,50S ribosomal protein L10
GMHGOCAD_05789,CDS,696,rplA,,COG0081,50S ribosomal protein L1
GMHGOCAD_05790,CDS,432,rplK,,COG0080,50S ribosomal protein L11
GMHGOCAD_05791,CDS,480,nusG,,COG0250,Transcription termination/antitermination protein NusG
GMHGOCAD_05792,CDS,369,secE,,COG0690,Protein translocase subunit SecE
GMHGOCAD_05794,CDS,1194,tufA_2,,COG0050,Elongation factor Tu-A
GMHGOCAD_05804,CDS,1200,tyrS,6.1.1.1,COG0162,Tyrosine--tRNA ligase
GMHGOCAD_05805,CDS,1422,mepM,3.4.24.-,COG0739,Murein DD-endopeptidase MepM
GMHGOCAD_05806,CDS,1092,anmK,2.7.1.170,COG2377,Anhydro-N-acetylmuramic acid kinase
GMHGOCAD_05807,CDS,351,erpA,,COG0316,Iron-sulfur cluster insertion protein ErpA
GMHGOCAD_05808,CDS,1035,argC,1.2.1.38,COG0002,N-acetyl-gamma-glutamyl-phosphate reductase
GMHGOCAD_05812,CDS,789,ephD,1.-.-.-,COG1028,putative oxidoreductase EphD
GMHGOCAD_05814,CDS,648,coq7,1.14.99.60,COG2941,3-demethoxyubiquinol 3-hydroxylase
GMHGOCAD_05815,CDS,423,yhfA,,COG1765,Protein YhfA
GMHGOCAD_05816,CDS,645,vfr,,COG0664,Cyclic AMP receptor-like protein
GMHGOCAD_05819,CDS,1050,trpD_2,2.4.2.18,COG0547,Anthranilate phosphoribosyltransferase
GMHGOCAD_05822,CDS,819,gph,3.1.3.18,COG0546,Phosphoglycolate phosphatase
GMHGOCAD_05824,CDS,1149,adh1,1.1.1.192,COG1454,Long-chain-alcohol dehydrogenase 1
GMHGOCAD_05825,CDS,825,ydcV_2,,,Inner membrane ABC transporter permease protein YdcV
GMHGOCAD_05828,CDS,1125,potA_4,7.6.2.11,COG3842,Spermidine/putrescine import ATP-binding protein PotA
GMHGOCAD_05829,CDS,630,uvrY,,COG2197,Response regulator UvrY
GMHGOCAD_05830,CDS,2400,mltF_4,4.2.2.-,,Membrane-bound lytic murein transglycosylase F
GMHGOCAD_05832,CDS,702,djlA,,COG1076,Co-chaperone protein DjlA
GMHGOCAD_05834,CDS,477,murU,2.7.7.99,COG1208,N-acetylmuramate alpha-1-phosphate uridylyltransferase
GMHGOCAD_05835,CDS,1026,amgK,2.7.1.221,COG3178,N-acetylmuramate/N-acetylglucosamine kinase
GMHGOCAD_05836,CDS,2826,lptD,,COG1452,LPS-assembly protein LptD
GMHGOCAD_05837,CDS,1329,surA_3,5.2.1.8,COG0760,Chaperone SurA
GMHGOCAD_05838,CDS,990,pdxA,1.1.1.262,COG1995,4-hydroxythreonine-4-phosphate dehydrogenase
GMHGOCAD_05839,CDS,813,rsmA,2.1.1.182,COG0030,Ribosomal RNA small subunit methyltransferase A
GMHGOCAD_05840,CDS,381,apaG,,COG2967,Protein ApaG
GMHGOCAD_05841,CDS,861,apaH_2,3.6.1.41,COG0639,"Bis(5'-nucleosyl)-tetraphosphatase, symmetrical"
GMHGOCAD_05842,CDS,330,glpE_3,2.8.1.1,COG0607,Thiosulfate sulfurtransferase GlpE
GMHGOCAD_05846,CDS,1230,cca,,COG0617,Multifunctional CCA protein
GMHGOCAD_05848,CDS,354,folB,4.1.2.25,COG1539,Dihydroneopterin aldolase
GMHGOCAD_05849,CDS,570,plsY,2.3.1.15,COG0344,putative glycerol-3-phosphate acyltransferase
GMHGOCAD_05850,CDS,1026,tsaD,2.3.1.234,COG0533,tRNA N6-adenosine threonylcarbamoyltransferase
GMHGOCAD_05851,CDS,216,rpsU,,COG0828,30S ribosomal protein S21
GMHGOCAD_05856,CDS,1101,hisC_9,2.6.1.9,,Histidinol-phosphate aminotransferase
GMHGOCAD_05857,CDS,495,lrp_5,,COG1522,Leucine-responsive regulatory protein
GMHGOCAD_05858,CDS,1683,iaaM,1.13.12.3,,Tryptophan 2-monooxygenase
GMHGOCAD_05859,CDS,795,ramA_1,3.5.1.100,,(R)-stereoselective amidase
GMHGOCAD_05861,CDS,120,pqqA,,,Coenzyme PQQ synthesis protein A
GMHGOCAD_05862,CDS,912,pqqB_2,,COG1235,Coenzyme PQQ synthesis protein B
GMHGOCAD_05863,CDS,753,pqqC,1.3.3.11,COG5424,Pyrroloquinoline-quinone synthase
GMHGOCAD_05864,CDS,276,pqqD,,,PqqA binding protein
GMHGOCAD_05865,CDS,1167,pqqE_2,1.21.98.4,COG0535,PqqA peptide cyclase
GMHGOCAD_05869,CDS,1284,argD_4,2.6.1.11,COG4992,Acetylornithine aminotransferase
GMHGOCAD_05870,CDS,930,hdfR_12,,,HTH-type transcriptional regulator HdfR
GMHGOCAD_05871,CDS,1779,dmdC_2,1.3.8.-,COG1960,3-methylmercaptopropionyl-CoA dehydrogenase
GMHGOCAD_05873,CDS,1806,dmdC_3,1.3.8.-,COG1960,3-methylmercaptopropionyl-CoA dehydrogenase
GMHGOCAD_05875,CDS,681,bioD1,6.3.3.3,COG0132,ATP-dependent dethiobiotin synthetase BioD 1
GMHGOCAD_05876,CDS,858,bioC,2.1.1.197,,Malonyl-[acyl-carrier protein] O-methyltransferase
GMHGOCAD_05877,CDS,732,bioH,3.1.1.85,,Pimeloyl-[acyl-carrier protein] methyl ester esterase
GMHGOCAD_05878,CDS,1179,bioF,2.3.1.47,COG0156,8-amino-7-oxononanoate synthase
GMHGOCAD_05879,CDS,1056,bioB,2.8.1.6,COG0502,Biotin synthase
GMHGOCAD_05881,CDS,765,modE,,COG2005,DNA-binding transcriptional dual regulator ModE
GMHGOCAD_05883,CDS,975,srkA_2,2.7.11.1,COG2334,Stress response kinase A
GMHGOCAD_05884,CDS,888,rarD_2,,COG2962,Protein RarD
GMHGOCAD_05886,CDS,2178,glcB,2.3.3.9,COG2225,Malate synthase G
GMHGOCAD_05887,CDS,447,rssB_6,,,Regulator of RpoS
GMHGOCAD_05889,CDS,708,polC_2,2.7.7.7,COG2176,DNA polymerase III PolC-type
GMHGOCAD_05890,CDS,519,fecI_12,,COG1595,putative RNA polymerase sigma factor FecI
GMHGOCAD_05891,CDS,978,fecR_6,,COG3712,Protein FecR
GMHGOCAD_05892,CDS,2430,fhuA_2,,COG1629,Ferrichrome outer membrane transporter/phage receptor
GMHGOCAD_05896,CDS,627,yibF,,COG0625,putative GST-like protein YibF
GMHGOCAD_05897,CDS,1377,creD,,COG4452,Inner membrane protein CreD
GMHGOCAD_05898,CDS,1419,creC,2.7.13.3,COG0642,Sensor protein CreC
GMHGOCAD_05899,CDS,684,creB,,COG0745,Transcriptional regulatory protein CreB
GMHGOCAD_05901,CDS,795,qdo,1.13.11.47,,"1H-3-hydroxy-4-oxoquinoline 2,4-dioxygenase"
GMHGOCAD_05902,CDS,1140,aqdB1,1.14.13.182,,Putative 2-heptyl-3-hydroxy-4(1H)-quinolone synthase AqdB1
GMHGOCAD_05905,CDS,888,yihG_2,2.3.-.-,COG0204,putative acyltransferase YihG
GMHGOCAD_05906,CDS,507,ureI,,,Acid-activated urea channel
GMHGOCAD_05907,CDS,591,amiR,,COG3707,Aliphatic amidase regulator
GMHGOCAD_05908,CDS,1158,amiC_3,,,Aliphatic amidase expression-regulating protein
GMHGOCAD_05910,CDS,1041,amiE,3.5.1.4,COG0388,Aliphatic amidase
GMHGOCAD_05911,CDS,1158,ygiC,6.3.1.-,COG0754,Putative acid--amine ligase YgiC
GMHGOCAD_05919,CDS,1200,fdhA,1.2.1.46,,Glutathione-independent formaldehyde dehydrogenase
GMHGOCAD_05920,CDS,858,purU_2,3.5.1.10,COG0788,Formyltetrahydrofolate deformylase
GMHGOCAD_05921,CDS,633,soxG,1.5.3.1,,Sarcosine oxidase subunit gamma
GMHGOCAD_05922,CDS,3018,soxA,1.5.3.1,,Sarcosine oxidase subunit alpha
GMHGOCAD_05923,CDS,303,soxD,1.5.3.1,,Sarcosine oxidase subunit delta
GMHGOCAD_05924,CDS,1251,soxB,1.5.3.1,,Sarcosine oxidase subunit beta
GMHGOCAD_05925,CDS,1254,glyA_3,2.1.2.1,COG0112,Serine hydroxymethyltransferase
GMHGOCAD_05928,CDS,1041,ltaE_2,4.1.2.48,,Low specificity L-threonine aldolase
GMHGOCAD_05930,CDS,825,ramA_2,3.5.1.100,,(R)-stereoselective amidase
GMHGOCAD_05931,CDS,1101,kshB,1.14.15.30,,"3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component"
GMHGOCAD_05936,CDS,1224,fixB,,,Protein FixB
GMHGOCAD_05938,CDS,2061,stcD,1.-.-.-,,putative N-methylproline demethylase
GMHGOCAD_05942,CDS,918,yhaJ_3,,,HTH-type transcriptional regulator YhaJ
GMHGOCAD_05946,CDS,948,cdhR_8,,COG4977,HTH-type transcriptional regulator CdhR
GMHGOCAD_05948,CDS,888,kce_2,2.3.1.247,COG3246,3-keto-5-aminohexanoate cleavage enzyme
GMHGOCAD_05949,CDS,966,lcdH_1,1.1.1.108,COG1250,L-carnitine dehydrogenase
GMHGOCAD_05950,CDS,477,lcdH_2,1.1.1.108,,L-carnitine dehydrogenase
GMHGOCAD_05955,CDS,1104,cdhR_9,,COG4977,HTH-type transcriptional regulator CdhR
GMHGOCAD_05956,CDS,1377,sdaA_2,4.3.1.17,COG1760,L-serine dehydratase 1
GMHGOCAD_05958,CDS,846,opuAB,,COG4176,Glycine betaine transport system permease protein OpuAB
GMHGOCAD_05959,CDS,1179,proV,,COG4175,Glycine betaine/proline betaine transport system ATP-binding protein ProV
GMHGOCAD_05960,CDS,1998,caiT,,,L-carnitine/gamma-butyrobetaine antiporter
GMHGOCAD_05961,CDS,594,betI_7,,COG1309,HTH-type transcriptional regulator BetI
GMHGOCAD_05962,CDS,1473,betB_2,1.2.1.8,COG1012,NAD/NADP-dependent betaine aldehyde dehydrogenase
GMHGOCAD_05963,CDS,1704,betA,1.1.99.1,COG2303,Oxygen-dependent choline dehydrogenase
GMHGOCAD_05966,CDS,1428,hsrA_2,,,putative transport protein HsrA
GMHGOCAD_05967,CDS,1386,dbpA_3,3.6.4.13,COG0513,ATP-dependent RNA helicase DbpA
GMHGOCAD_05969,CDS,2190,yccS,,COG1289,Inner membrane protein YccS
GMHGOCAD_05971,CDS,453,elaA,,COG2153,Protein ElaA
GMHGOCAD_05973,CDS,513,ygjP,3.6.1.-,COG1451,UTP pyrophosphatase
GMHGOCAD_05975,CDS,672,alyA,4.2.2.3,,Alginate lyase
GMHGOCAD_05976,CDS,1065,cbbA,4.1.2.13,,Fructose-bisphosphate aldolase
GMHGOCAD_05980,CDS,1065,epd,1.2.1.72,COG0057,D-erythrose-4-phosphate dehydrogenase
GMHGOCAD_05981,CDS,1998,tktA,2.2.1.1,COG0021,Transketolase 1
GMHGOCAD_05983,CDS,1191,metK,2.5.1.6,COG0192,S-adenosylmethionine synthase
GMHGOCAD_05984,CDS,1668,ligB,6.5.1.2,COG0272,DNA ligase B
GMHGOCAD_05985,CDS,396,yqjC,,,Protein YqjC
GMHGOCAD_05990,CDS,1260,nhaP,,COG0025,Na(+)/H(+) antiporter NhaP
GMHGOCAD_05993,CDS,846,metF,1.5.1.20,COG0685,"5,10-methylenetetrahydrofolate reductase"
GMHGOCAD_05995,CDS,1869,rhlE_3,3.6.4.13,,ATP-dependent RNA helicase RhlE
GMHGOCAD_05996,CDS,597,yceI,,COG2353,Protein YceI
GMHGOCAD_05997,CDS,552,yceJ,,COG3038,Cytochrome b561 
GMHGOCAD_05998,CDS,1407,bioA,2.6.1.62,,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
GMHGOCAD_06000,CDS,903,gltI_2,,COG0834,Glutamate/aspartate import solute-binding protein
GMHGOCAD_06001,CDS,351,ridA,3.5.99.10,COG0251,2-iminobutanoate/2-iminopropanoate deaminase
GMHGOCAD_06002,CDS,1242,dadA1_3,1.4.99.-,COG0665,D-amino acid dehydrogenase 1
GMHGOCAD_06005,CDS,912,gltC_5,,,HTH-type transcriptional regulator GltC
GMHGOCAD_06008,CDS,936,fabD_2,2.3.1.39,COG0331,Malonyl CoA-acyl carrier protein transacylase
GMHGOCAD_06009,CDS,627,mdcG,2.7.7.66,,Phosphoribosyl-dephospho-CoA transferase
GMHGOCAD_06010,CDS,804,madD,2.1.3.10,,Malonyl-S-ACP:biotin-protein carboxyltransferase MADD
GMHGOCAD_06011,CDS,852,madC,2.1.3.10,,Malonyl-S-ACP:biotin-protein carboxyltransferase MADC
GMHGOCAD_06012,CDS,300,mdcC,,,Malonate decarboxylase acyl carrier protein
GMHGOCAD_06013,CDS,870,citG,2.4.2.52,COG1767,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
GMHGOCAD_06014,CDS,1677,madA,2.3.1.187,,Acetyl-S-ACP:malonate ACP transferase
GMHGOCAD_06017,CDS,5901,rcsC_21,2.7.13.3,,Sensor histidine kinase RcsC
GMHGOCAD_06020,CDS,366,pleD,,,Response regulator PleD
GMHGOCAD_06021,CDS,405,walR,,COG0745,Transcriptional regulatory protein WalR
GMHGOCAD_06022,CDS,972,gshB,6.3.2.3,COG0189,Glutathione synthetase
GMHGOCAD_06025,CDS,438,yqgF,3.1.-.-,COG0816,Putative pre-16S rRNA nuclease
GMHGOCAD_06028,CDS,1272,pyrC',,COG0044,Dihydroorotase-like protein
GMHGOCAD_06031,CDS,1035,pilT_2,,COG2805,Twitching mobility protein
GMHGOCAD_06033,CDS,819,proC,1.5.1.2,COG0345,Pyrroline-5-carboxylate reductase
GMHGOCAD_06036,CDS,1140,metXS,2.3.1.46,COG2021,Homoserine O-succinyltransferase
GMHGOCAD_06042,CDS,549,kptA,2.7.1.-,COG1859,putative RNA 2'-phosphotransferase
GMHGOCAD_06044,CDS,795,thiG,2.8.1.10,COG2022,Thiazole synthase
GMHGOCAD_06047,CDS,723,mtgA,2.4.1.129,COG0744,Biosynthetic peptidoglycan transglycosylase
GMHGOCAD_06048,CDS,315,higB-2,,COG2026,Toxin HigB-2
GMHGOCAD_06050,CDS,855,rpoH,,COG0568,RNA polymerase sigma factor RpoH
GMHGOCAD_06058,CDS,834,rhaS_13,,,HTH-type transcriptional activator RhaS
GMHGOCAD_06061,CDS,1431,calB,1.2.1.68,,Coniferyl aldehyde dehydrogenase
GMHGOCAD_06065,CDS,252,fdx_2,,COG1145,Ferredoxin
GMHGOCAD_06068,CDS,1197,rlmI_2,2.1.1.191,COG1092,Ribosomal RNA large subunit methyltransferase I
GMHGOCAD_06069,CDS,1194,ydhC_2,,,Inner membrane transport protein YdhC
GMHGOCAD_06076,CDS,1392,tcyP,,COG1823,L-cystine uptake protein TcyP
GMHGOCAD_06079,CDS,525,dhfrIII,1.5.1.3,,Dihydrofolate reductase type 3
GMHGOCAD_06082,CDS,558,phnZ,1.13.11.78,,2-amino-1-hydroxyethylphosphonate dioxygenase (glycine-forming)
GMHGOCAD_06086,CDS,1077,cysA_2,7.3.2.3,COG1118,Sulfate/thiosulfate import ATP-binding protein CysA
GMHGOCAD_06087,CDS,864,cmpR_5,,,HTH-type transcriptional activator CmpR
GMHGOCAD_06088,CDS,2343,kdpB_3,7.2.2.6,,Potassium-transporting ATPase ATP-binding subunit
GMHGOCAD_06089,CDS,450,merR1_3,,,Mercuric resistance operon regulatory protein
GMHGOCAD_06090,CDS,585,ybjG,3.6.1.27,COG0671,Putative undecaprenyl-diphosphatase YbjG
GMHGOCAD_06092,CDS,810,lgt,2.5.1.145,COG0682,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
GMHGOCAD_06095,CDS,2280,ptsP,2.7.3.9,COG3605,Phosphoenolpyruvate-dependent phosphotransferase system
GMHGOCAD_06096,CDS,480,rppH_2,3.6.1.-,COG0494,RNA pyrophosphohydrolase
GMHGOCAD_06101,CDS,1515,ilvA_2,4.3.1.19,COG1171,L-threonine dehydratase biosynthetic IlvA
GMHGOCAD_06102,CDS,672,rpiA,5.3.1.6,COG0120,Ribose-5-phosphate isomerase A
GMHGOCAD_06103,CDS,909,yjiK_1,,COG3204,putative protein YjiK
GMHGOCAD_06104,CDS,918,yjiK_2,,COG3204,putative protein YjiK
GMHGOCAD_06105,CDS,666,ycgM,,COG0179,putative protein YcgM
GMHGOCAD_06107,CDS,1230,serA,1.1.1.95,COG0111,D-3-phosphoglycerate dehydrogenase
GMHGOCAD_06109,CDS,783,fliY_4,,COG0834,L-cystine-binding protein FliY
GMHGOCAD_06113,CDS,939,menH_5,4.2.99.20,,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
GMHGOCAD_06115,CDS,2409,quiP_2,3.5.1.97,COG2366,Acyl-homoserine lactone acylase QuiP
GMHGOCAD_06116,CDS,969,cdhR_10,,COG4977,HTH-type transcriptional regulator CdhR
GMHGOCAD_06118,CDS,891,ydcV_3,,,Inner membrane ABC transporter permease protein YdcV
GMHGOCAD_06119,CDS,921,potH_2,,COG1176,Putrescine transport system permease protein PotH
GMHGOCAD_06120,CDS,1143,potA_5,7.6.2.11,COG3842,Spermidine/putrescine import ATP-binding protein PotA
GMHGOCAD_06121,CDS,1068,spuE_4,,COG0687,Spermidine-binding periplasmic protein SpuE
GMHGOCAD_06122,CDS,1113,spuD_3,,COG0687,Putrescine-binding periplasmic protein SpuD
GMHGOCAD_06123,CDS,1365,spuC_4,2.6.1.113,COG0161,Putrescine--pyruvate aminotransferase
GMHGOCAD_06124,CDS,1359,puuA_4,6.3.1.11,COG0174,Gamma-glutamylputrescine synthetase PuuA
GMHGOCAD_06125,CDS,783,puuD_2,3.5.1.94,COG2071,Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
GMHGOCAD_06126,CDS,1377,puuA_5,6.3.1.11,COG0174,Gamma-glutamylputrescine synthetase PuuA
GMHGOCAD_06128,CDS,918,coaA,2.7.1.33,COG1072,Pantothenate kinase
GMHGOCAD_06130,CDS,807,ssuB_3,3.6.3.-,COG1116,Aliphatic sulfonates import ATP-binding protein SsuB
GMHGOCAD_06131,CDS,789,ssuC_3,,COG0600,Putative aliphatic sulfonates transport permease protein SsuC
GMHGOCAD_06132,CDS,1149,ssuD,1.14.14.5,COG2141,Alkanesulfonate monooxygenase
GMHGOCAD_06133,CDS,966,ssuA_4,,,Putative aliphatic sulfonates-binding protein
GMHGOCAD_06134,CDS,594,ssuE,1.5.1.38,COG0431,FMN reductase (NADPH)
GMHGOCAD_06136,CDS,1326,nicP_5,,,Porin-like protein NicP
GMHGOCAD_06137,CDS,1299,argA,2.3.1.1,COG0548,Amino-acid acetyltransferase
GMHGOCAD_06138,CDS,1158,argE_2,3.5.1.16,,Acetylornithine deacetylase
GMHGOCAD_06140,CDS,471,decR_2,,COG1522,DNA-binding transcriptional activator DecR
GMHGOCAD_06144,CDS,921,qmcA,,COG0330,Protein QmcA
GMHGOCAD_06145,CDS,450,ybbJ,,COG1585,Inner membrane protein YbbJ
GMHGOCAD_06147,CDS,2874,gcvP_2,1.4.4.2,COG0403,Glycine dehydrogenase (decarboxylating)
GMHGOCAD_06148,CDS,1218,arnB_2,2.6.1.87,COG0399,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
GMHGOCAD_06149,CDS,384,gcvH_2,,COG0509,Glycine cleavage system H protein
GMHGOCAD_06153,CDS,1227,ubiI,1.14.13.240,COG0654,2-octaprenylphenol hydroxylase
GMHGOCAD_06155,CDS,1188,ubiH,1.14.13.-,COG0654,2-octaprenyl-6-methoxyphenol hydroxylase
GMHGOCAD_06156,CDS,1335,pepP,3.4.11.9,COG0006,Xaa-Pro aminopeptidase
GMHGOCAD_06159,CDS,324,zapA,,COG3027,Cell division protein ZapA
GMHGOCAD_06164,CDS,2724,rbbA,,COG0842,Ribosome-associated ATPase
GMHGOCAD_06165,CDS,1119,yhhJ,,COG0842,Inner membrane transport permease YhhJ
GMHGOCAD_06167,CDS,978,qorA_2,1.6.5.5,COG0604,Quinone oxidoreductase 1
GMHGOCAD_06169,CDS,648,chaC,4.3.2.7,COG3703,Glutathione-specific gamma-glutamylcyclotransferase
GMHGOCAD_06170,CDS,969,ascD,1.17.1.-,,CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
GMHGOCAD_06171,CDS,1467,ubiD,4.1.1.98,COG0043,3-octaprenyl-4-hydroxybenzoate carboxy-lyase
GMHGOCAD_06173,CDS,330,trxA,,COG0526,Thioredoxin 1
GMHGOCAD_06174,CDS,1503,ppx,3.6.1.11,COG0248,Exopolyphosphatase
GMHGOCAD_06175,CDS,2220,ppk,2.7.4.1,,Polyphosphate kinase
GMHGOCAD_06176,CDS,1014,hemB_2,4.2.1.24,COG0113,Delta-aminolevulinic acid dehydratase
GMHGOCAD_06178,CDS,669,elbB,4.2.1.-,COG3155,Glyoxalase ElbB
GMHGOCAD_06185,CDS,633,rhtB_4,,COG1280,Homoserine/homoserine lactone efflux protein
GMHGOCAD_06187,CDS,1911,yheS_2,,COG0488,putative ABC transporter ATP-binding protein YheS
GMHGOCAD_06190,CDS,666,mip,5.2.1.8,COG0545,Peptidyl-prolyl cis-trans isomerase Mip
GMHGOCAD_06191,CDS,459,rsd,,COG3160,Regulator of sigma D
GMHGOCAD_06192,CDS,591,dsbB_2,,,Disulfide bond formation protein B
GMHGOCAD_06194,CDS,1140,hemX,,COG2959,Protein HemX
GMHGOCAD_06195,CDS,768,hemD,4.2.1.75,COG1587,Uroporphyrinogen-III synthase
GMHGOCAD_06196,CDS,942,hemC,2.5.1.61,COG0181,Porphobilinogen deaminase
GMHGOCAD_06197,CDS,747,btsR,,COG3279,Transcriptional regulatory protein BtsR
GMHGOCAD_06198,CDS,1395,argH,4.3.2.1,COG0165,Argininosuccinate lyase
GMHGOCAD_06203,CDS,414,rnk_2,,COG0782,Regulator of nucleoside diphosphate kinase
GMHGOCAD_06204,CDS,333,cyaY,,COG1965,Iron-sulfur cluster assembly protein CyaY
GMHGOCAD_06205,CDS,156,lppL,,COG5567,Lipopeptide
GMHGOCAD_06207,CDS,831,dapF_3,5.1.1.7,COG0253,Diaminopimelate epimerase
GMHGOCAD_06209,CDS,897,xerC_7,,COG4973,Tyrosine recombinase XerC
GMHGOCAD_06210,CDS,702,yigB,3.1.3.104,COG1011,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
GMHGOCAD_06211,CDS,324,sutA,,,Transcriptional regulator SutA
GMHGOCAD_06213,CDS,1338,amtB_2,,,Ammonia channel
GMHGOCAD_06214,CDS,339,glnK,,COG0347,Nitrogen regulatory protein P-II 2
GMHGOCAD_06215,CDS,261,ubiK,,,Ubiquinone biosynthesis accessory factor UbiK
GMHGOCAD_06216,CDS,864,comM_1,,COG0606,Competence protein ComM
GMHGOCAD_06217,CDS,684,fabG1,1.1.1.100,,3-oxoacyl-[acyl-carrier-protein] reductase FabG1
GMHGOCAD_06219,CDS,234,acpP_6,,,Acyl carrier protein
GMHGOCAD_06223,CDS,930,fabF_5,2.3.1.179,COG0304,3-oxoacyl-[acyl-carrier-protein] synthase 2
GMHGOCAD_06224,CDS,1743,novN,2.1.3.12,,Decarbamoylnovobiocin carbamoyltransferase
GMHGOCAD_06236,CDS,1050,ydiO,2.1.1.37,COG0270,putative BsuMI modification methylase subunit YdiO
GMHGOCAD_06247,CDS,1929,tnsB_1,,,Transposon Tn7 transposition protein TnsB
GMHGOCAD_06249,CDS,606,comM_2,,COG0606,Competence protein ComM
GMHGOCAD_06250,CDS,606,betI_8,,,HTH-type transcriptional regulator BetI
GMHGOCAD_06254,CDS,921,gcvA_17,,,Glycine cleavage system transcriptional activator
GMHGOCAD_06255,CDS,1392,mdtK,,COG0534,Multidrug resistance protein MdtK
GMHGOCAD_06257,CDS,2010,rep,3.6.4.12,COG0210,ATP-dependent DNA helicase Rep
GMHGOCAD_06258,CDS,573,xpt,2.4.2.22,COG0503,Xanthine phosphoribosyltransferase
GMHGOCAD_06261,CDS,549,puuR_3,,,HTH-type transcriptional regulator PuuR
GMHGOCAD_06262,CDS,1074,alr,5.1.1.1,,Alanine racemase
GMHGOCAD_06263,CDS,354,rutC_5,1.-.-.-,,Putative aminoacrylate peracid reductase RutC
GMHGOCAD_06264,CDS,1299,dadA1_4,1.4.99.-,COG0665,D-amino acid dehydrogenase 1
GMHGOCAD_06265,CDS,489,lrp_6,,COG1522,Leucine-responsive regulatory protein
GMHGOCAD_06267,CDS,1311,puuB_9,1.4.3.-,,Gamma-glutamylputrescine oxidoreductase
GMHGOCAD_06269,CDS,1425,norG_3,,COG1167,HTH-type transcriptional regulator NorG
GMHGOCAD_06270,CDS,1563,clsC,2.7.8.-,COG1502,Cardiolipin synthase C
GMHGOCAD_06271,CDS,1152,ycaD_4,,,putative MFS-type transporter YcaD
GMHGOCAD_06272,CDS,1494,puuC_3,1.2.1.5,COG1012,NADP/NAD-dependent aldehyde dehydrogenase PuuC
GMHGOCAD_06274,CDS,156,rpmG,,COG0267,50S ribosomal protein L33
GMHGOCAD_06276,CDS,1584,dppA_4,,COG0747,Periplasmic dipeptide transport protein
GMHGOCAD_06278,CDS,1209,coaBC,,COG0452,Coenzyme A biosynthesis bifunctional protein CoaBC
GMHGOCAD_06279,CDS,456,dut,3.6.1.23,COG0756,Deoxyuridine 5'-triphosphate nucleotidohydrolase
GMHGOCAD_06281,CDS,906,argB,2.7.2.8,COG0548,Acetylglutamate kinase
GMHGOCAD_06287,CDS,621,gmk,2.7.4.8,COG0194,Guanylate kinase
GMHGOCAD_06288,CDS,264,rpoZ,2.7.7.6,,DNA-directed RNA polymerase subunit omega
GMHGOCAD_06289,CDS,2106,spoT,,COG0317,Bifunctional (p)ppGpp synthase/hydrolase SpoT
GMHGOCAD_06290,CDS,381,yabJ_3,3.5.99.10,COG0251,2-iminobutanoate/2-iminopropanoate deaminase
GMHGOCAD_06293,CDS,1011,tolQ_6,,,Tol-Pal system protein TolQ
GMHGOCAD_06294,CDS,429,exbD_5,,COG0848,Biopolymer transport protein ExbD
GMHGOCAD_06296,CDS,921,oxyR,,,Hydrogen peroxide-inducible genes activator
GMHGOCAD_06303,CDS,717,macB_5,3.6.3.-,COG0577,Macrolide export ATP-binding/permease protein MacB
